Time	 Temp	Sal	Date
0	26.4	1.6	July_6th
0.25	26.2	1.6	July_6th
0.5	25.8	1.4	July_6th
0.75	25.3	1.1	July_6th
1	24.8	0.9	July_6th
1.25	24.2	0.7	July_6th
1.5	23.8	0.5	July_6th
1.75	23.5	0.4	July_6th
2	23.3	0.3	July_6th
2.25	23.2	0.2	July_6th
2.5	23.1	0.2	July_6th
2.75	23.1	0.2	July_6th
3	23.1	0.1	July_6th
3.25	23	0.1	July_6th
3.5	23	0.1	July_6th
3.75	22.9	0.1	July_6th
4	22.9	0.1	July_6th
4.25	22.8	0.1	July_6th
4.5	22.8	0.1	July_6th
4.75	22.8	0.1	July_6th
5	22.8	0.1	July_6th
5.25	22.8	0.1	July_6th
5.5	22.7	0.1	July_6th
5.75	22.7	0.1	July_6th
6	22.7	0.1	July_6th
6.25	22.7	0.1	July_6th
6.5	22.7	0	July_6th
6.75	22.7	0	July_6th
7	22.7	0.1	July_6th
7.25	22.7	0.1	July_6th
7.5	22.7	0	July_6th
7.75	22.6	0	July_6th
8	22.7	0	July_6th
8.25	22.6	0	July_6th
8.5	22.6	0	July_6th
8.75	22.6	0	July_6th
9	22.6	0	July_7th
9.25	22.6	0	July_7th
9.5	22.6	0	July_7th
9.75	22.6	0	July_7th
10	22.6	0	July_7th
10.25	22.5	0	July_7th
10.5	22.5	0	July_7th
10.75	22.5	0	July_7th
11	22.5	0	July_7th
11.25	22.5	0	July_7th
11.5	22.5	0	July_7th
11.75	22.5	0	July_7th
12	22.5	0	July_7th
12.25	22.4	0	July_7th
12.5	22.4	0	July_7th
12.75	22.4	0	July_7th
13	22.4	0	July_7th
13.25	22.4	0	July_7th
13.5	22.4	0	July_7th
13.75	22.4	0	July_7th
14	22.4	0	July_7th
14.25	22.4	0	July_7th
14.5	22.3	0	July_7th
14.75	22.3	0	July_7th
15	22.3	0	July_7th
15.25	22.3	0	July_7th
15.5	22.3	0	July_7th
15.75	22.4	0	July_7th
16	22.4	0	July_7th
16.25	22.4	0	July_7th
16.5	22.4	0	July_7th
16.75	22.4	0	July_7th
17	22.5	0	July_7th
17.25	22.5	0	July_7th
17.5	22.5	0	July_7th
17.75	22.5	0	July_7th
18	22.5	0	July_7th
18.25	22.5	0	July_7th
18.5	22.5	0	July_7th
18.75	22.5	0.1	July_7th
19	22.5	0	July_7th
19.25	22.5	0.1	July_7th
19.5	22.6	0.1	July_7th
19.75	22.6	0.1	July_7th
20	22.7	0.1	July_7th
20.25	22.6	0.1	July_7th
20.5	22.6	0.1	July_7th
20.75	22.6	0.1	July_7th
21	22.7	0.1	July_7th
21.25	23	0.1	July_7th
21.5	23.1	0.1	July_7th
21.75	22.9	0.1	July_7th
22	24.5	0.1	July_7th
22.25	25	0.1	July_7th
22.5	24.8	0.1	July_7th
22.75	24.7	0.1	July_7th
23	24.3	0.1	July_7th
23.25	24.3	0.1	July_7th
23.5	24.5	0.1	July_7th
23.75	24.9	0.1	July_7th
24	24.8	0.1	July_7th
24.25	25	0.1	July_7th
24.5	25.1	0.1	July_7th
24.75	25.2	0.1	July_7th
25	25.3	0.1	July_7th
25.25	25.4	0.1	July_7th
25.5	25.4	0.1	July_7th
25.75	25.5	0.1	July_7th
26	25.5	0.1	July_7th
26.25	25.4	0.1	July_7th
26.5	25.4	0.1	July_7th
26.75	25.3	0.1	July_7th
27	25.2	0.1	July_7th
27.25	25.1	0.1	July_7th
27.5	25.1	0.1	July_7th
27.75	25.2	0.1	July_7th
28	25.3	0.1	July_7th
28.25	25.3	0.1	July_7th
28.5	25.3	0.1	July_7th
28.75	25.4	0.1	July_7th
29	25.5	0.1	July_7th
29.25	25.5	0.1	July_7th
29.5	25.6	0.1	July_7th
29.75	25.6	0.1	July_7th
30	25.7	0.1	July_7th
30.25	25.7	0.1	July_7th
30.5	25.7	0.1	July_7th
30.75	25.7	0.1	July_7th
31	25.7	0.1	July_7th
31.25	25.7	0.1	July_7th
31.5	25.7	0.1	July_7th
31.75	25.7	0.1	July_7th
32	25.7	0.1	July_7th
32.25	25.7	0.1	July_7th
32.5	25.7	0.1	July_7th
32.75	25.7	0.1	July_7th
33	25.8	0.2	July_8th
33.25	25.8	0.2	July_8th
33.5	25.8	0.2	July_8th
33.75	25.8	0.2	July_8th
34	25.8	0.2	July_8th
34.25	25.8	0.2	July_8th
34.5	25.7	0.2	July_8th
34.75	25.7	0.2	July_8th
35	25.7	0.2	July_8th
35.25	25.6	0.2	July_8th
35.5	25.6	0.2	July_8th
35.75	25.5	0.1	July_8th
36	25.4	0.1	July_8th
36.25	25.4	0.1	July_8th
36.5	25.3	0.1	July_8th
36.75	25.3	0.1	July_8th
37	25.2	0.1	July_8th
37.25	25.1	0.1	July_8th
37.5	25	0.1	July_8th
37.75	24.9	0.1	July_8th
38	24.9	0.1	July_8th
38.25	24.8	0.1	July_8th
38.5	24.7	0.1	July_8th
38.75	24.5	0.1	July_8th
39	24.3	0.1	July_8th
39.25	24.2	0.1	July_8th
39.5	24	0.1	July_8th
39.75	23.9	0.1	July_8th
40	23.7	0.1	July_8th
40.25	23.7	0.1	July_8th
40.5	23.6	0.1	July_8th
40.75	23.6	0.1	July_8th
41	23.7	0.1	July_8th
41.25	23.8	0.1	July_8th
41.5	24	0.1	July_8th
41.75	24.2	0.1	July_8th
42	24.4	0.1	July_8th
42.25	24.6	0.1	July_8th
42.5	24.9	0.1	July_8th
42.75	25.1	0.1	July_8th
43	25.2	0.1	July_8th
43.25	25.4	0.1	July_8th
43.5	25.4	0.1	July_8th
43.75	25.4	0.1	July_8th
44	25.5	0.1	July_8th
44.25	25.5	0.1	July_8th
44.5	25.5	0.1	July_8th
44.75	25.8	0.1	July_8th
45	25.9	0.1	July_8th
45.25	25.8	0.1	July_8th
45.5	25.8	0.2	July_8th
45.75	25.7	0.2	July_8th
46	25.8	0.2	July_8th
46.25	27.7	0.1	July_8th
46.5	28	0.1	July_8th
46.75	28.1	0.1	July_8th
47	28	0.1	July_8th
47.25	27.4	0.1	July_8th
47.5	27.4	0.1	July_8th
47.75	27.6	0.1	July_8th
48	27.7	0.1	July_8th
48.25	27.2	0.1	July_8th
48.5	27.1	0.1	July_8th
48.75	27.2	0.1	July_8th
49	27.2	0.1	July_8th
49.25	27.2	0.1	July_8th
49.5	27.3	0.1	July_8th
49.75	27.4	0.1	July_8th
50	27.4	0.1	July_8th
50.25	27.5	0.1	July_8th
50.5	27.6	0.1	July_8th
50.75	27.6	0.1	July_8th
51	27.6	0.1	July_8th
51.25	27.5	0.1	July_8th
51.5	27.4	0.1	July_8th
51.75	27.4	0.1	July_8th
52	27.5	0.1	July_8th
52.25	27.5	0.1	July_8th
52.5	27.5	0.1	July_8th
52.75	27.5	0.1	July_8th
53	27.4	0.1	July_8th
53.25	27.4	0.1	July_8th
53.5	27.4	0.1	July_8th
53.75	27.3	0.1	July_8th
54	27.3	0.1	July_8th
54.25	27.3	0.1	July_8th
54.5	27.3	0.1	July_8th
